profile_id,stop_depth_m,duration_air_min,duration_o2_min,can_enter_chamber
950,30,1,0,0
950,27,4,0,0
950,24,5,0,0
950,21,7,0,0
950,18,10,0,0
950,15,12,6,0
950,12,14,7,1
950,9,28,14,1
950,6,51,26,1
950,3,114,57,1
951,30,3,0,0
951,27,4,0,0
951,24,7,0,0
951,21,10,0,0
951,18,10,0,0
951,15,12,6,0
951,12,23,12,1
951,9,30,15,1
951,6,63,32,1
951,3,155,78,1
952,30,4,0,0
952,27,6,0,0
952,24,10,0,0
952,21,9,0,0
952,18,11,0,0
952,15,16,8,0
952,12,25,13,1
952,9,43,22,1
952,6,76,38,1
952,3,190,95,1
953,33,1,0,0
953,30,6,0,0
953,27,8,0,0
953,24,9,0,0
953,21,10,0,0
953,18,11,0,0
953,15,23,12,0
953,12,25,13,1
953,9,54,27,1
953,6,88,44,1
953,3,216,108,1
954,33,2,0,0
954,30,8,0,0
954,27,9,0,0
954,24,9,0,0
954,21,10,0,0
954,18,17,0,0
954,15,23,12,0
954,12,34,17,1
954,9,55,28,1
954,6,109,55,1
954,3,234,117,1
955,33,5,0,0
955,30,8,0,0
955,27,9,0,0
955,24,9,0,0
955,21,12,0,0
955,18,21,0,0
955,15,23,12,0
955,12,43,22,1
955,9,64,32,1
955,6,124,62,1
955,3,248,124,1
